source_id,solution_id,ra,dec,wavelength,flux,flux_error
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,336.0,5.050742E-13,4.1232334E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,338.0,4.8277045E-13,3.412788E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,340.0,4.2870015E-13,3.0332802E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,342.0,3.7988818E-13,2.85104E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,344.0,3.7115666E-13,2.8435896E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,346.0,3.799151E-13,2.9536988E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,348.0,3.7280275E-13,3.2160218E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,350.0,3.5250484E-13,3.5277123E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,352.0,3.658182E-13,3.9899226E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,354.0,4.0853082E-13,4.344833E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,356.0,4.0793513E-13,4.3086777E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,358.0,3.6955947E-13,3.877585E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,360.0,3.5763948E-13,3.7441763E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,362.0,3.6090412E-13,3.6626586E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,364.0,3.4520214E-13,3.8202863E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,366.0,3.1149657E-13,4.0179557E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,368.0,3.0340002E-13,4.397232E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,370.0,3.5062524E-13,4.761381E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,372.0,4.2403372E-13,5.111149E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,374.0,4.7691983E-13,5.723286E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,376.0,5.1553466E-13,6.031461E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,378.0,6.0280887E-13,6.882219E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,380.0,7.5271197E-13,7.192917E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,382.0,8.8853317E-13,7.396311E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,384.0,9.404515E-13,7.708083E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,386.0,9.289069E-13,6.925057E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,388.0,9.242822E-13,6.717585E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,390.0,9.489176E-13,6.22566E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,392.0,9.726369E-13,5.2976127E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,394.0,9.610687E-13,5.2290945E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,396.0,9.255915E-13,4.828662E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,398.0,9.0479474E-13,4.2100648E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,400.0,9.21619E-13,4.3472885E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,402.0,9.669184E-13,4.1754594E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,404.0,9.959734E-13,3.6690513E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,406.0,9.792187E-13,3.8314722E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,408.0,9.187078E-13,3.8414157E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,410.0,8.4764465E-13,3.3407325E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,412.0,8.0785823E-13,3.3660568E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,414.0,8.2451363E-13,3.611352E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,416.0,8.8233056E-13,3.237625E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,418.0,9.457794E-13,2.943092E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,420.0,9.778271E-13,3.2485502E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,422.0,9.605186E-13,3.2027264E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,424.0,9.0269995E-13,2.6807773E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,426.0,8.320084E-13,2.6376508E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,428.0,7.725144E-13,2.926195E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,430.0,7.406228E-13,2.6960071E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,432.0,7.348139E-13,2.1838978E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,434.0,7.4343033E-13,2.2460375E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,436.0,7.557911E-13,2.5130085E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,438.0,7.6574565E-13,2.2916398E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,440.0,7.6918723E-13,1.8158562E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,442.0,7.690511E-13,1.8327321E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,444.0,7.6827634E-13,2.1088688E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,446.0,7.6836633E-13,2.012301E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,448.0,7.681196E-13,1.6016146E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,450.0,7.648813E-13,1.4541631E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,452.0,7.574701E-13,1.6904198E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,454.0,7.4608825E-13,1.767106E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,456.0,7.3193513E-13,1.5126784E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,458.0,7.190318E-13,1.2211341E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,460.0,7.084443E-13,1.2657425E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,462.0,7.0219015E-13,1.4389648E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,464.0,6.994873E-13,1.4102246E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,466.0,6.9708524E-13,1.1775815E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,468.0,6.9470856E-13,9.9384205E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,470.0,6.8749254E-13,1.0476488E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,472.0,6.751801E-13,1.1566185E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,474.0,6.577592E-13,1.1259978E-14
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,476.0,6.358933E-13,9.635632E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,478.0,6.1164317E-13,8.211557E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,480.0,5.8877594E-13,8.298726E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,482.0,5.678072E-13,9.030493E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,484.0,5.525008E-13,9.090953E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,486.0,5.419221E-13,8.198851E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,488.0,5.3756104E-13,7.0681283E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,490.0,5.3853276E-13,6.6398307E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,492.0,5.4351765E-13,6.9820693E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,494.0,5.495333E-13,7.296224E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,496.0,5.5488594E-13,7.077346E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,498.0,5.5888947E-13,6.4264263E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,500.0,5.602279E-13,5.8061733E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,502.0,5.5628825E-13,5.6088637E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,504.0,5.499141E-13,5.7831187E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,506.0,5.4027946E-13,5.9178385E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,508.0,5.2912107E-13,5.7764903E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,510.0,5.180393E-13,5.403054E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,512.0,5.075357E-13,5.0128646E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,514.0,4.9886527E-13,4.8210506E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,516.0,4.923879E-13,4.8424187E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,518.0,4.878047E-13,4.916075E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,520.0,4.8373333E-13,4.881327E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,522.0,4.8112767E-13,4.7174365E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,524.0,4.787944E-13,4.4866154E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,526.0,4.7542645E-13,4.28838E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,528.0,4.713013E-13,4.194628E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,530.0,4.662564E-13,4.1884212E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,532.0,4.592471E-13,4.1907065E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,534.0,4.5150006E-13,4.1498944E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,536.0,4.442157E-13,4.0561215E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,538.0,4.3690664E-13,3.923994E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,540.0,4.296779E-13,3.792168E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,542.0,4.237113E-13,3.70075E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,544.0,4.191835E-13,3.655913E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,546.0,4.1456506E-13,3.62638E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,548.0,4.108405E-13,3.5961673E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,550.0,4.0772987E-13,3.5472736E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,552.0,4.051174E-13,3.4784191E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,554.0,4.0127076E-13,3.3874173E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,556.0,3.9788843E-13,3.3068622E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,558.0,3.9400444E-13,3.2434634E-15
5147600840643195520,4545469030156206080,36.487471607924974,-12.290517800267523,560.0,3.89353E-13,3.200702E-15
